ClientId,Serial,Date,Mode,NewSection,OldSection,Result,ScannerId,Section,Row,Seat,Pricecode,PerformanceId,PackageId,ServerId
12345,BP_20b72ad4bc2c46b3bba4937e7e4bb0d7,07/21/2021 15:44:56,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_1fe4d9712f874e7fa411a01166d6eafe,07/21/2021 15:48:07,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_e0af43fbafd5401db9e6aafee19b24ab,07/21/2021 15:49:31,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_e52f9fee12ad401b8f0d973a6be8f474,07/21/2021 16:01:32,1,Stadion,outside,VALID,D34,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_6ff72be3e83f47249e178b3f20e138ce,07/21/2021 17:01:01,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_47793ddaf82241a995e6b84ccd356ffe,07/21/2021 17:01:33,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_50d88127417740de9cb6d3eaf4b6b247,07/21/2021 17:02:31,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_739837b79386417e88eb26d9fbc6b4bc,07/21/2021 17:02:40,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_0909067f4ff84da88f3768a0cdea8883,07/21/2021 17:02:51,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_11238d458a004e918227cadbe7d2d376,07/21/2021 17:02:59,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_434192b6e5074eea9e5bc6c15ccecb58,07/21/2021 17:03:05,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_9010a778abd54b028d48b52aa78fe3d0,07/21/2021 17:03:06,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_1ee4f1ff9d634f9d8bcf191ee54ef506,07/21/2021 17:03:14,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_5899d56aa5f64423a0c6e9353c49c798,07/21/2021 17:03:18,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_38f468a00f43452fb2505de680c53cc0,07/21/2021 17:03:26,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_2428f172804344f3884c15a54001292b,07/21/2021 17:03:28,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_73a27f5b524743e8997d3e2df2451721,07/21/2021 17:03:31,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_dbc93b6262294eb3833af57deb7db915,07/21/2021 17:03:39,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_e8ecf207e8db4507b315e54f6eafb2fb,07/21/2021 17:03:55,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_c4b4e5ab7e2e479c9e340fabe9d9aea2,07/21/2021 17:03:58,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_9dad0adcf645446fa4d22329d2fe6c75,07/21/2021 17:04:03,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_964e963bf4a74c4a80bb332d79cfb712,07/21/2021 17:04:11,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_16d3263eefbf41e8a5561a535c01ba2f,07/21/2021 17:04:17,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_e2da2eb91a5a4a7fb78c4381a98ff8dd,07/21/2021 17:04:26,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_aaa6e757bed045748934eea15b604c04,07/21/2021 17:04:27,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_458d39c23a06459cb83e158ad4909ab0,07/21/2021 17:04:38,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_5ae229d218184f2385601934e857c52c,07/21/2021 17:04:50,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_8892868b345347e5b178a80f80547542,07/21/2021 17:05:09,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_d3fab30857654beaa5e22109a9d7a94d,07/21/2021 17:05:09,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_5ccb351b6e9045dc9f65918f1e217991,07/21/2021 17:05:25,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_9faed3394b624e8eb8d8b7d75ea13df0,07/21/2021 17:05:26,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_af1b56f8630a424a88028ef80192dc38,07/21/2021 17:05:33,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_cbeabacae3384fd38dca94cef69d97fe,07/21/2021 17:05:42,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_c58ba0904fe5411087191eec6c58bf25,07/21/2021 17:05:44,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_25ddeacd4a4743b9be9262d0357df059,07/21/2021 17:05:55,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_2807c909aca94229b9230268b73c6c93,07/21/2021 17:06:00,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_e3cff7ef39844e689ccc0e4964c0dc3c,07/21/2021 17:06:04,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_49d8729cfdfd43a78c32d7c48efa5ed2,07/21/2021 17:06:13,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_f143c1e4552a428e8aed177da0ab7aa8,07/21/2021 17:06:26,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_b9407297f3df465987890c1d2bbdb3cc,07/21/2021 17:06:27,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_a85d0edda7de4810b281a3eb0293925d,07/21/2021 17:06:38,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_316397283d66441abeb780c30b34fb46,07/21/2021 17:07:21,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_b3b79b316bc34a70be33b787adaefcf0,07/21/2021 17:07:53,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_5c9983e5883e4cfe9afe39796386f578,07/21/2021 17:08:08,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_be2eaa8d337646d3b067ef5032714f68,07/21/2021 17:09:51,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_7c749b5d1f2c43f1beb3f88191dc91a6,07/21/2021 17:10:03,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_ef0eb488b58f4a4e9beda24ef7cc26fd,07/21/2021 17:10:13,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_2755053af2bc42949e3a3e02d0b5b0a7,07/21/2021 17:10:40,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_b27ef31f23bb46deb5f5e76b2d63d987,07/21/2021 17:10:41,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_5f6b8a00c91e4fcf8e1d32551266d75f,07/21/2021 17:10:53,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_e35a71820e6947ca9915397bf6907423,07/21/2021 17:11:12,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_512da9b5ad4a41289adb1f69be8d2fdb,07/21/2021 17:12:04,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_608281d3ac8e40f2b63d2634f43dd20d,07/21/2021 17:12:31,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_cf74f11bcbcb41368acc1a86e7c0fb40,07/21/2021 17:13:02,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_5a4adfa9a8fa4959aa57b9ef9b87d187,07/21/2021 17:13:06,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_50df957225854caf8928c5b403933e02,07/21/2021 17:13:36,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_39a9e4e87a624f0a9759a3b7032ab19e,07/21/2021 17:14:21,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_04d3203bd6d34205b24f90cfe9f0f39f,07/21/2021 17:15:02,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_6c17353c8a9743ebbde2bdffbfd29ed2,07/21/2021 17:15:12,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_d55bf90a7c1943bb8a0a811564998397,07/21/2021 17:15:15,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_dd9651cddb3546108ef538c66ff4712a,07/21/2021 17:15:34,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_e96f5d9418f14c98baa738498d8160e1,07/21/2021 17:15:47,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_d476e5a2429c49b6927edf4974df2d2f,07/21/2021 17:16:06,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_2a77fe77d8834c97a6cc2d073eda3f1f,07/21/2021 17:16:22,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_70fd37809a13437eb7908c964b09d005,07/21/2021 17:16:28,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_be73308c690448c9bf9cbec950ad02e2,07/21/2021 17:16:41,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_7db803aaa49e4ec5889e47fb507b292c,07/21/2021 17:17:01,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_09e6868a57634ab2a9043be5821288e0,07/21/2021 17:17:25,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_7d242a9ae9a3446f852cc0918e934c4b,07/21/2021 17:17:48,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_73179b1ccf2e4749b5ae7ff5b8111c87,07/21/2021 17:18:06,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_730bfc5f1b314cc192283da883870854,07/21/2021 17:18:16,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_954a9bbf24124738a63bc050520c0389,07/21/2021 17:18:38,1,Stadion,outside,VALID,B167,GA," "," ",999-somepc,999999999,-1,9070
12345,BP_eb5023b1040b4c49890cec6a764dfc21,07/21/2021 17:18:46,1,Stadion,outside,VALID,D33,GA," "," ",999-somepc,999999999,-1,9070
