ClientId,Serial,Date,Mode,NewSection,OldSection,Result,ScannerId,Section,Row,Seat,Pricecode,PerformanceId,PackageId,ServerId
12,100041226412,02/22/2020 07:15:28,1,Bad,outside,VALID,109,60;AK;BMZ;I;M;MT;P;PB;ST;TV;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
12,100041225896,02/22/2020 07:15:30,1,Bad,outside,VALID,109,60;AK;BMZ;I;M;MT;P;PB;ST;TV;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
16,100026630363,02/22/2020 07:32:12,1,AK,outside,VALID,123,60;AB Gast;AB Heim;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;VzP;VzL;VzE;EZ;," "," ",999-(AK) JK 2019/20,999999999,-1,7088
16,100026767187,02/22/2020 07:34:27,1,AK,outside,VALID,123,60;AB Gast;AB Heim;AK;BMZ;I;M;P;TV;L;E1E2;VzP;," "," ",999-(AK) JK 2019/20,999999999,-1,7088
16,100026772443,02/22/2020 07:43:43,1,AK,outside,VALID,123,AK;P;L;E1E2;VzP;," "," ",999-(AK) JK 2019/20,999999999,-1,7088
16,100026770127,02/22/2020 07:44:36,1,AK,outside,VALID,123,60;AB Gast;AB Heim;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;VzP;," "," ",999-(AK) JK 2019/20,999999999,-1,7088
16,100032638931,02/22/2020 07:46:23,1,AK,outside,VALID,B89,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;VzP;EZ;," "," ",999-(AK) JK 2019/20,999999999,-1,7088
16,100026978562,02/22/2020 07:47:28,1,AK,outside,VALID,123,AK;L;E1E2;," "," ",999-(AK) JK 2019/20,999999999,-1,7088
12,100041239630,02/22/2020 07:47:43,1,Bad,outside,VALID,109,60;AK;BMZ;I;M;MT;P;PB;ST;TV;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
12,100041240281,02/22/2020 07:47:48,1,Bad,outside,VALID,109,60;AK;BMZ;I;M;MT;P;PB;ST;TV;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
12,100041227901,02/22/2020 07:47:50,1,Bad,outside,VALID,109,60;AK;BMZ;I;M;MT;P;PB;ST;TV;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
12,100041241111,02/22/2020 07:47:52,1,Bad,outside,VALID,109,60;AK;BMZ;I;M;MT;P;PB;ST;TV;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
12,100041231514,02/22/2020 07:48:23,1,Bad,outside,VALID,109,60;AK;BMZ;I;M;MT;P;PB;ST;TV;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
12,100041232986,02/22/2020 07:48:30,1,Bad,outside,VALID,109,60;AK;BMZ;I;M;MT;P;PB;ST;TV;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
16,100041254888,02/22/2020 07:49:37,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;VzP;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
16,100041253685,02/22/2020 07:50:04,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;VzP;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
12,100041230846,02/22/2020 07:53:38,1,Bad,outside,VALID,109,60;AK;BMZ;I;M;MT;P;PB;ST;TV;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
12,100041242039,02/22/2020 07:53:42,1,Bad,outside,VALID,109,60;AK;BMZ;I;M;MT;P;PB;ST;TV;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
16,100041255677,02/22/2020 07:56:11,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;VzP;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
16,100026771479,02/22/2020 07:57:22,1,AK,outside,VALID,123,AK;P;L;E1E2;VzP;," "," ",999-(AK) JK 2019/20,999999999,-1,7088
16,100041254197,02/22/2020 07:57:56,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;VzP;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
16,100041251078,02/22/2020 07:58:10,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;VzP;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
17,100027500291,02/22/2020 07:58:58,1,Parking,outside,VALID,B96,PK;P1;," "," ",999-(PK) JK 2019/20,999999999,-1,7088
12,100041233790,02/22/2020 08:01:39,1,Bad,outside,VALID,109,60;AK;BMZ;I;M;MT;P;PB;ST;TV;," "," ",999-(AK) VfL Bochum 1848,999999999,-1,7088
16,100034539203,02/22/2020 08:02:39,1,AK,outside,VALID,123,AB Gast;AK;BMZ;G;M;P;PB;ST;E1E2;," "," ",999-(AK) JK 2019/20,999999999,-1,7088
16,100026984263,02/22/2020 08:06:31,1,AK,outside,VALID,123,AK;L;E1E2;," "," ",999-(AK) JK 2019/20,999999999,-1,7088
16,100026594502,02/22/2020 08:14:34,1,AK,outside,VALID,B89,60;AK;BMZ;I;M;PB;ST;TV;E1E2;," "," ",999-(AK) JK 2019/20,999999999,-1,7088
