ClientId,Serial,Date,Mode,NewSection,OldSection,Result,ScannerId,Section,Row,Seat,Pricecode,PerformanceId,PackageId,ServerId
16,100036034079,11/30/2019 07:13:01,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;VzP;," "," ",999-(AK) Holstein Kiel,999999999,-1,6737
17,100027808981,11/30/2019 07:13:52,1,Parking,outside,VALID,B72,PK;P2;," "," ",999-(PK) JK 2019/20,999999999,-1,6737
16,100036037193,11/30/2019 07:15:21,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;VzP;," "," ",999-(AK) Holstein Kiel,999999999,-1,6737
17,100027810201,11/30/2019 07:24:26,1,Parking,outside,VALID,B72,PK;P2;," "," ",999-(PK) JK 2019/20,999999999,-1,6737
16,100036036488,11/30/2019 07:34:00,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;VzP;," "," ",999-(AK) Holstein Kiel,999999999,-1,6737
16,100036037719,11/30/2019 07:39:44,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;VzP;," "," ",999-(AK) Holstein Kiel,999999999,-1,6737
17,100027994236,11/30/2019 07:42:09,1,Parking,outside,VALID,B72,PK;P2;," "," ",999-(PK) JK 2019/20,999999999,-1,6737
17,100028000131,11/30/2019 07:46:48,1,Parking,outside,VALID,B72,PK;P2;," "," ",999-(PK) JK 2019/20,999999999,-1,6737
17,100028007127,11/30/2019 07:46:48,1,Parking,outside,VALID,B72,PK;P2;," "," ",999-(PK) JK 2019/20,999999999,-1,6737
12,100035993322,11/30/2019 07:48:34,2,outside,outside,NOTIN,B162,60;AK;BMZ;I;M;MT;P;PB;ST;TV;," "," ",999-(AK) Holstein Kiel,999999999,-1,6737
12,100035992705,11/30/2019 07:48:36,2,outside,outside,NOTIN,B162,60;AK;BMZ;I;M;MT;P;PB;ST;TV;," "," ",999-(AK) Holstein Kiel,999999999,-1,6737
16,100036032543,11/30/2019 07:48:41,1,AK,outside,VALID,123,60;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;," "," ",999-(AK) Holstein Kiel,999999999,-1,6737
16,100036035864,11/30/2019 07:49:20,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;VzP;," "," ",999-(AK) Holstein Kiel,999999999,-1,6737
13,100026732857,11/30/2019 07:50:25,1,Lene,outside,VALID,B73,60;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;," "," ",999-(AK) JK 2019/20,999999999,-1,6737
16,100026639812,11/30/2019 07:53:09,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;I;M;MT;P;PB;ST;L;E1E2;VzL;VzE;," "," ",999-(AK) JK 2019/20,999999999,-1,6737
16,100027563097,11/30/2019 07:55:56,1,AK,outside,VALID,B89,AB Gast;AK;BMZ;G;M;P;PB;ST;," "," ",999-(AK) JK 2019/20,999999999,-1,6737
13,100026735884,11/30/2019 08:00:16,1,Lene,outside,VALID,B73,60;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;," "," ",999-(AK) JK 2019/20,999999999,-1,6737
16,100033887275,11/30/2019 08:01:23,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;I;M;MT;P;PB;ST;L;E1E2;EZ;," "," ",999-(AK) JK 2019/20,999999999,-1,6737
16,100036038327,11/30/2019 08:02:50,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;VzP;," "," ",999-(AK) Holstein Kiel,999999999,-1,6737
12,100026732012,11/30/2019 08:05:27,2,outside,outside,NOTIN,B162,60;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;E1E2;," "," ",999-(AK) JK 2019/20,999999999,-1,6737
