ClientId,Serial,Date,Mode,NewSection,OldSection,Result,ScannerId,Section,Row,Seat,Pricecode,PerformanceId,PackageId,ServerId
16,100026984263,01/29/2020 15:39:54,1,AK,outside,VALID,123,AK;L;E1E2;," "," ",999-(AK) JK 2019/20,999999999,-1,6981
16,100026984783,01/29/2020 15:39:58,1,AK,outside,VALID,123,AK;L;E1E2;," "," ",999-(AK) JK 2019/20,999999999,-1,6981
16,100026984783,01/29/2020 15:40:23,2,outside,AK,EXIT,123,AK;L;E1E2;," "," ",999-(AK) JK 2019/20,999999999,-1,6981
16,100026984263,01/29/2020 15:40:26,2,outside,AK,EXIT,123,AK;L;E1E2;," "," ",999-(AK) JK 2019/20,999999999,-1,6981
