ClientId,Serial,Date,Mode,NewSection,OldSection,Result,ScannerId,Section,Row,Seat,Pricecode,PerformanceId,PackageId,ServerId
17,100052180800,07/24/2021 07:35:12,1,Parking,outside,VALID,D81,PK;P2;," "," ",999-(PK) FC Ingolstadt 04,999999999,-1,9091
17,100052188972,07/24/2021 07:50:00,1,Parking,outside,VALID,D81,PK;P2;," "," ",999-(PK) FC Ingolstadt 04,999999999,-1,9091
16,100050993148,07/24/2021 07:52:56,1,AK,outside,VALID,D88,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9091
16,100051312903,07/24/2021 07:55:11,1,AK,outside,VALID,D88,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9091
16,100050993148,07/24/2021 08:01:13,1,AK,AK,ALREADY,D88,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9091
17,100052188062,07/24/2021 08:01:34,1,Parking,outside,VALID,D81,PK;P2;," "," ",999-(PK) FC Ingolstadt 04,999999999,-1,9091
16,100051059795,07/24/2021 08:04:13,1,AK,outside,VALID,81,AK;G;M;ST;TV;IR;ORG;H;MED;VIP;A;," "," ",999-(AK) Saison 2021/22,999999999,-1,9091
17,100051105169,07/24/2021 08:08:24,1,Parking,outside,VALID,D80,PK;P1;," "," ",999-(PK) Saison 2021/22,999999999,-1,9091
17,100051262995,07/24/2021 08:11:21,1,Parking,outside,VALID,D81,PK;P2;," "," ",999-(PK) Saison 2021/22,999999999,-1,9091
17,100052186703,07/24/2021 08:12:24,1,Parking,outside,VALID,D81,PK;P2;," "," ",999-(PK) FC Ingolstadt 04,999999999,-1,9091
16,100051608545,07/24/2021 08:54:05,1,AK,outside,VALID,D88,AK;G;ST;ORG;H;VIP;A;," "," ",999-(AK) Saison 2021/22,999999999,-1,9091
16,100051609111,07/24/2021 08:54:33,1,AK,outside,VALID,D88,AK;G;ST;ORG;H;A;," "," ",999-(AK) Saison 2021/22,999999999,-1,9091
16,100052266854,07/24/2021 08:55:59,1,AK,outside,VALID,D88,AK;G;ST;ORG;H;A;," "," ",999-(AK) FC Ingolstadt 04,999999999,-1,9091
17,100052220829,07/24/2021 08:56:35,1,Parking,outside,VALID,D81,PK;P2;," "," ",999-(PK) Saison 2021/22,999999999,-1,9091
16,100052342148,07/24/2021 09:05:07,1,AK,outside,VALID,D88,AK;ST;TV;IR;H;MED;A;," "," ",999-(AK) FC Ingolstadt 04,999999999,-1,9091
17,100051105940,07/24/2021 09:17:28,1,Parking,outside,VALID,D80,PK;P1;," "," ",999-(PK) Saison 2021/22,999999999,-1,9091
17,100052219903,07/24/2021 09:20:36,1,Parking,outside,VALID,D80,PK;P1;," "," ",999-(PK) Saison 2021/22,999999999,-1,9091
17,100051887092,07/24/2021 09:40:29,1,Parking,outside,VALID,D80,PK;P1;," "," ",999-(PK) Saison 2021/22,999999999,-1,9091
17,100052221739,07/24/2021 09:43:27,1,Parking,outside,VALID,D81,PK;P2;," "," ",999-(PK) Saison 2021/22,999999999,-1,9091
17,100051106614,07/24/2021 09:45:06,1,Parking,outside,VALID,D80,PK;P1;," "," ",999-(PK) Saison 2021/22,999999999,-1,9091
16,100051572742,07/24/2021 10:00:10,1,AK,outside,VALID,D88,AK;G;M;ST;TV;," "," ",999-(AK) Saison 2021/22,999999999,-1,9091
16,100051006395,07/24/2021 10:00:16,1,AK,outside,VALID,D88,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9091
17,100052215736,07/24/2021 10:18:40,1,Parking,outside,VALID,D81,PK;P1;," "," ",999-(PK) Saison 2021/22,999999999,-1,9091
17,100051885281,07/24/2021 10:22:04,1,Parking,outside,VALID,D80,PK;P1;," "," ",999-(PK) Saison 2021/22,999999999,-1,9091
17,100052318854,07/24/2021 10:41:03,1,Parking,outside,VALID,D81,PK;P2;," "," ",999-(PK) FC Ingolstadt 04,999999999,-1,9091
17,100051654003,07/24/2021 10:46:26,1,Parking,outside,VALID,D81,PK;P2;," "," ",999-(PK) Saison 2021/22,999999999,-1,9091
16,100052321783,07/24/2021 10:47:52,1,AK,outside,VALID,81,AK;ST;TV;H;A;," "," ",999-(AK) FC Ingolstadt 04,999999999,-1,9091
16,100052353267,07/24/2021 10:49:15,1,AK,outside,VALID,81,AK;ST;TV;H;A;," "," ",999-(AK) FC Ingolstadt 04,999999999,-1,9091
17,100051662942,07/24/2021 10:49:54,1,Parking,outside,VALID,D81,PK;P2;," "," ",999-(PK) Saison 2021/22,999999999,-1,9091
