ClientId,Serial,Date,Mode,NewSection,OldSection,Result,ScannerId,Section,Row,Seat,Pricecode,PerformanceId,PackageId,ServerId
16,100050993148,09/26/2021 07:13:03,1,AK,outside,VALID,B89,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
16,100050993148,09/26/2021 07:13:11,2,outside,AK,EXIT,B89,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
12,100050992355,09/26/2021 07:22:49,1,Bad,outside,VALID,94,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
16,100050992355,09/26/2021 07:23:19,2,outside,Bad,EXIT,B75,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
16,100050993148,09/26/2021 07:24:53,2,outside,outside,ALREADYOUT,B89,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
16,100050993148,09/26/2021 07:25:17,1,AK,outside,REENTERED,B75,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
16,100050993148,09/26/2021 07:25:22,2,outside,AK,EXIT,B75,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
16,100050993148,09/26/2021 07:26:13,2,outside,outside,ALREADYOUT,B89,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
16,100050993148,09/26/2021 07:26:29,2,outside,outside,ALREADYOUT,B89,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
16,100050993148,09/26/2021 07:26:33,2,outside,outside,ALREADYOUT,B89,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
16,100050993148,09/26/2021 07:27:05,1,AK,outside,REENTERED,B75,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
16,100050993148,09/26/2021 07:27:12,2,outside,AK,EXIT,B75,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
16,100050992355,09/26/2021 07:28:33,1,AK,outside,REENTERED,D62,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
12,100050993148,09/26/2021 07:30:14,1,Bad,outside,REENTERED,94,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
16,100050993148,09/26/2021 07:30:46,2,outside,Bad,EXIT,B75,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
16,100050993148,09/26/2021 07:30:53,1,AK,outside,REENTERED,D62,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
16,100050993148,09/26/2021 07:31:00,2,outside,AK,EXIT,B75,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
16,100050993148,09/26/2021 07:31:06,1,AK,outside,REENTERED,B89,AK;G;M;ST;TV;IR;MANN;ORG;H;MED;VIP;A;E4;," "," ",999-(AK) Saison 2021/22,999999999,-1,9791
