ClientId,Serial,Date,Mode,NewSection,OldSection,Result,ScannerId,Section,Row,Seat,Pricecode,PerformanceId,PackageId,ServerId
16,100005163755,05/19/2019 07:10:01,1,AK,outside,VALID,B89,60;AB Gast;AB Heim;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;B;VzP;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
16,100005163755,05/19/2019 07:10:06,2,outside,AK,EXIT,B89,60;AB Gast;AB Heim;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;B;VzP;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
16,100005165246,05/19/2019 07:24:20,1,AK,outside,VALID,B89,60;AB Gast;AB Heim;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;B;VzP;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
16,100020263783,05/19/2019 07:40:19,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;B;VzP;," "," ",999-(AK) SC Paderborn 07,999999999,-1,3707
16,100020262375,05/19/2019 07:40:20,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;B;VzP;," "," ",999-(AK) SC Paderborn 07,999999999,-1,3707
16,100006117519,05/19/2019 07:55:59,1,AK,outside,VALID,B89,60;AK;BMZ;I;M;PB;ST;TV;B;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
16,100006118072,05/19/2019 07:56:36,1,AK,outside,VALID,B89,60;AK;BMZ;I;M;PB;ST;TV;B;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
12,100005953858,05/19/2019 08:44:39,1,Bad,outside,VALID,B49,AK;PB;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
16,100005284506,05/19/2019 08:55:14,1,AK,outside,VALID,123,60;AB Gast;AB Heim;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;B;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
12,100005823138,05/19/2019 08:55:53,1,Bad,outside,VALID,94,AK;PB;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
12,100005823950,05/19/2019 08:56:30,1,Bad,outside,VALID,94,AK;PB;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
12,100005824680,05/19/2019 08:57:10,1,Bad,outside,VALID,94,AK;PB;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
12,100005825508,05/19/2019 08:57:37,1,Bad,outside,VALID,94,AK;PB;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
12,100005826195,05/19/2019 08:57:54,1,Bad,outside,VALID,94,AK;PB;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
12,100005826979,05/19/2019 08:58:31,1,Bad,outside,VALID,94,AK;PB;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
12,100005827943,05/19/2019 08:58:49,1,Bad,outside,VALID,94,AK;PB;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
12,100020150236,05/19/2019 08:59:38,1,Bad,outside,VALID,94,AK;PB;ST;," "," ",999-(AK) SC Paderborn 07,999999999,-1,3707
12,100005828504,05/19/2019 09:00:23,1,Bad,outside,VALID,94,AK;PB;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
12,100005829163,05/19/2019 09:00:40,1,Bad,outside,VALID,94,AK;PB;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
12,100005830535,05/19/2019 09:00:57,1,Bad,outside,VALID,94,AK;PB;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
12,100005829920,05/19/2019 09:01:07,1,Bad,outside,VALID,94,AK;PB;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
12,100005831248,05/19/2019 09:03:12,1,Bad,outside,VALID,94,AK;PB;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
17,100004878808,05/19/2019 09:12:30,1,Parking,outside,VALID,97,PK;P2;," "," ",999-(PK) JK 2018/19,999999999,-1,3707
16,100005306197,05/19/2019 09:36:20,1,AK,outside,VALID,123,60;AB Gast;AB Heim;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;B;VzP;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
17,100005159267,05/19/2019 09:38:42,1,Parking,outside,VALID,97,PK;P2;," "," ",999-(PK) JK 2018/19,999999999,-1,3707
17,100004866086,05/19/2019 09:41:11,1,Parking,outside,VALID,B96,PK;P1;," "," ",999-(PK) JK 2018/19,999999999,-1,3707
16,100005813278,05/19/2019 09:52:08,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;B;VzP;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
16,100020263079,05/19/2019 09:55:11,1,AK,outside,VALID,123,60;AB Gast;AK;BMZ;G;I;M;MT;P;PB;ST;TV;L;B;VzP;," "," ",999-(AK) SC Paderborn 07,999999999,-1,3707
17,100004869628,05/19/2019 09:55:33,1,Parking,outside,VALID,97,PK;P2;," "," ",999-(PK) JK 2018/19,999999999,-1,3707
17,100004875626,05/19/2019 09:55:33,1,Parking,outside,VALID,97,PK;P2;," "," ",999-(PK) JK 2018/19,999999999,-1,3707
17,100020360884,05/19/2019 09:55:36,1,Parking,outside,VALID,97,PK;P2;," "," ",999-(PK) SC Paderborn 07,999999999,-1,3707
12,100006087466,05/19/2019 09:58:03,1,Bad,outside,VALID,B49,AK;G;PB;ST;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
17,100005582868,05/19/2019 09:58:47,1,Parking,outside,VALID,B96,PK;P1;," "," ",999-(PK) JK 2018/19,999999999,-1,3707
12,100006080945,05/19/2019 09:59:36,1,Bad,outside,VALID,94,AK;PB;ST;," "," ",999-(AK) JK 2018/19,999999999,-1,3707
